text,category,intent
I try to get the invoices from 11 purchases ago,INVOICE,get_invoice
I am trying to get the invoice from last month,INVOICE,get_invoice
how can I get the invoices from 9 purchases ago?,INVOICE,get_invoice
how could I get my invoice?,INVOICE,get_invoice
I try to get the invoices from May,INVOICE,get_invoice
where do I get the invoice from last month?,INVOICE,get_invoice
what do I have to do to get my invoice?,INVOICE,get_invoice
could you send me the invoices from last month?,INVOICE,get_invoice
I do not know how I could get the invoice from January,INVOICE,get_invoice
I want assistance to get the invoice from my last purchase,INVOICE,get_invoice
I have got to get the invoices from my last purchase,INVOICE,get_invoice
I have got to get the invoice from 10 months ago,INVOICE,get_invoice
I need help getting the invoice from my last purchase,INVOICE,get_invoice
getting invoices from last month,INVOICE,get_invoice
how can I get a refund?,REFUND,get_refund
when will I get my money back?,REFUND,get_refund
I am trying to get refunds,REFUND,get_refund
help me get my money back,REFUND,get_refund
assistance to get my money back,REFUND,get_refund
I do not know how to get a refund,REFUND,get_refund
what do I need to do to get a refund of money?,REFUND,get_refund
help me get refunds of money,REFUND,get_refund
I want assistance to get a refund of money,REFUND,get_refund
I need assistance to get a refund of money,REFUND,get_refund
I try to get a refund,REFUND,get_refund
I do not know how I can get refunds,REFUND,get_refund
help to get refunds of money,REFUND,get_refund
I don't know what to do to get a refund,REFUND,get_refund
where could I get refunds?,REFUND,get_refund
would it be possible to get a refund of money?,REFUND,get_refund
I want my money back,REFUND,get_refund
help getting a refund,REFUND,get_refund
assistance getting refunds of money,REFUND,get_refund
I need assistance getting refunds,REFUND,get_refund
what do I have to do to get refunds of money?,REFUND,get_refund
I don't know what I have to do to get a refund of money,REFUND,get_refund
I do not know what I need to do to get refunds of money,REFUND,get_refund
I do not know how to get refunds of money,REFUND,get_refund
I do not know what I have to do to get a refund,REFUND,get_refund
I would like to get a refund of money,REFUND,get_refund
getting refund of money,REFUND,get_refund
I do not know what to do to get my money back,REFUND,get_refund
I don't know what to do to get refunds,REFUND,get_refund
where could I get my money back?,REFUND,get_refund
could you help me getting refunds?,REFUND,get_refund
help me to get refunds of money,REFUND,get_refund
I have to get a refund of money,REFUND,get_refund
could you help me get refunds of money?,REFUND,get_refund
what do I need to do to get refunds of money?,REFUND,get_refund
I don't know how I can get a refund,REFUND,get_refund
I need assistance getting my money back,REFUND,get_refund
how long until I get my money back?,REFUND,get_refund
how to get refunds?,REFUND,get_refund
I want help getting a refund,REFUND,get_refund
where do I get refunds?,REFUND,get_refund
I do not know how I could get refunds of money,REFUND,get_refund
how to get my money back?,REFUND,get_refund
I do not know how I could get a refund of money,REFUND,get_refund
where could I get a refund of money?,REFUND,get_refund
I am trying to get my money back,REFUND,get_refund
I demand my money back,REFUND,get_refund
assistance getting my money back,REFUND,get_refund
when am I going to get a refund?,REFUND,get_refund
when am I getting my money back?,REFUND,get_refund
I want assistance getting my money back,REFUND,get_refund
what do I have to do to get a refund of money?,REFUND,get_refund
I do not know what I have to do to get a refund of money,REFUND,get_refund
I do not know what to do to get a refund of money,REFUND,get_refund
could you help me to get my money back?,REFUND,get_refund
how do I get a refund?,REFUND,get_refund
where do I get my money back?,REFUND,get_refund
I have got to get refunds,REFUND,get_refund
where can I get my money back?,REFUND,get_refund
I don't know how to get refunds,REFUND,get_refund
could you help me get refunds?,REFUND,get_refund
where to get refunds of money?,REFUND,get_refund
I don't know how I can get refunds,REFUND,get_refund
can you help me to get my money back?,REFUND,get_refund
is it possible to get refunds?,REFUND,get_refund
could you help me to get a refund?,REFUND,get_refund
I don't know what to do to get my money back,REFUND,get_refund
I try to get a refund of money,REFUND,get_refund
when am I getting a refund?,REFUND,get_refund
when will I get a refund of money?,REFUND,get_refund
I demand a refund of money,REFUND,get_refund
I do not know what I have to do to get my money back,REFUND,get_refund
I need a refund of money,REFUND,get_refund
I need help getting my money back,REFUND,get_refund
I don't know what I have to do to get my money back,REFUND,get_refund
I have to get refunds,REFUND,get_refund
is it possible to get a refund of money?,REFUND,get_refund
I want help getting my money back,REFUND,get_refund
when am I going to get my money back?,REFUND,get_refund
help me getting a refund of money,REFUND,get_refund
would it be possible to get a refund?,REFUND,get_refund
help to get refunds,REFUND,get_refund
I demand a refund,REFUND,get_refund
I don't know what I have to do to get a refund,REFUND,get_refund
how do I get refunds?,REFUND,get_refund
I don't know how I can get a refund of money,REFUND,get_refund
I want help to get refunds of money,REFUND,get_refund
I need to get refunds,REFUND,get_refund
assistance getting refunds,REFUND,get_refund
I don't know what I need to do to get a refund of money,REFUND,get_refund
how to get a refund of money?,REFUND,get_refund
I need assistance to get refunds,REFUND,get_refund
would it be possible to get refunds of money?,REFUND,get_refund
I want assistance to get refunds,REFUND,get_refund
I am trying to get a refund of money,REFUND,get_refund
I have to get refunds of money,REFUND,get_refund
help getting refunds,REFUND,get_refund
I need help to get a refund,REFUND,get_refund
how do I get refunds of money?,REFUND,get_refund
I try to get refunds,REFUND,get_refund
assistance getting a refund of money,REFUND,get_refund
I do not know how I could get a refund,REFUND,get_refund
I do not know what to do to get refunds of money,REFUND,get_refund
how can I get a refund of money?,REFUND,get_refund
can you help me get refunds?,REFUND,get_refund
could you help me getting a refund of money?,REFUND,get_refund
could you help me getting my money back?,REFUND,get_refund
assistance to get a refund of money,REFUND,get_refund
help me to get refunds,REFUND,get_refund
I want help getting refunds of money,REFUND,get_refund
how could I get a refund of money?,REFUND,get_refund
I want a refund,REFUND,get_refund
could you help me get a refund of money?,REFUND,get_refund
I do not know how I can get my money back,REFUND,get_refund
I need assistance getting a refund of money,REFUND,get_refund
help me get a refund of money,REFUND,get_refund
I want to get a refund,REFUND,get_refund
how to get refunds of money?,REFUND,get_refund
I don't know how to get a refund of money,REFUND,get_refund
I do not know what I need to do to get refunds,REFUND,get_refund
assistance to get refunds of money,REFUND,get_refund
help me to get my money back,REFUND,get_refund
I don't know how I could get a refund of money,REFUND,get_refund
help to get a refund,REFUND,get_refund
can you help me getting refunds of money?,REFUND,get_refund
where to get refunds?,REFUND,get_refund
where can I get a refund of money?,REFUND,get_refund
I want a refund of money,REFUND,get_refund
can you help me to get a refund?,REFUND,get_refund
can you help me to get a refund of money?,REFUND,get_refund
I want assistance getting a refund of money,REFUND,get_refund
I do not know how to get my money back,REFUND,get_refund
can you help me getting refunds?,REFUND,get_refund
I want help to get refunds,REFUND,get_refund
I need assistance getting refunds of money,REFUND,get_refund
can you help me getting a refund?,REFUND,get_refund
I don't know how I could get my money back,REFUND,get_refund
I try to get refunds of money,REFUND,get_refund
could you help me get my money back?,REFUND,get_refund
I would like to get refunds,REFUND,get_refund
help getting a refund of money,REFUND,get_refund
where could I get a refund?,REFUND,get_refund
help me getting refunds,REFUND,get_refund
what do I need to do to get my money back?,REFUND,get_refund
is it possible to get a refund?,REFUND,get_refund
I want assistance to get my money back,REFUND,get_refund
when will I get a refund?,REFUND,get_refund
